"record_id","source_record_id","date","mine_name","state","district","scenario_type","action","target_rom_tonnes","actual_rom_tonnes","shortfall_tonnes","shortfall_pct","equipment_downtime_hours","downtime_3d_hours","blast_delay_minutes","rainfall_mm","rain_3d_mm","rain_7d_mm","avg_mn_grade_pct","resources_allocated","duration_hours","action_intensity","available_equipment_pct","available_pumps","labor_available_pct","stockpile_available_tonnes","quality_uplift_pct","recovered_tonnage","remaining_shortfall","action_cost","revenue_saved","net_benefit"
"M4V2-000093","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","90.09","8.18","0.452","","","82.62","","","1.244","29.356","4959.7","585.0","-4374.7"
"M4V2-000094","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","68.67","12.0","0.245","","","94.94","","","1.306","29.294","4482.47","594.0","-3888.47"
"M4V2-000095","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","47.79","20.28","0.159","","","92.16","","","1.333","29.267","4476.65","603.0","-3873.65"
"M4V2-000096","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","42.09","11.89","0.351","","","94.09","","","1.032","29.568","3569.38","432.0","-3137.38"
"M4V2-000097","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","21.03","4.98","0.85","","","","138.6","3.618","2.117","28.483","2265.59","1226.44","-1039.15"
"M4V2-000098","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","91.66","16.57","0.797","","","","135.51","4.963","2.505","28.095","4822.28","6189.11","1366.83"
"M4V2-000099","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","44.09","7.28","0.58","","","","196.46","3.014","2.418","28.182","2987.4","3566.8","579.4"
"M4V2-000100","PROD-000005","2022-04-05","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.33","530.73","30.6","5.4513","0.0","6.63","0.0","0.0","0.0","7.75","29.853","30.56","11.08","0.467","","","","176.79","4.393","2.112","28.488","2871.77","2219.83","-651.94"
"M4V2-000101","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","6.61","6.26","0.256","95.36","","","","","1.139","40.851","3312.87","387.0","-2925.87"
"M4V2-000102","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","12.72","7.47","0.634","81.04","","","","","1.433","40.557","3545.15","540.0","-3005.15"
"M4V2-000103","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","92.14","6.47","0.921","85.54","","","","","2.18","39.81","6982.31","1233.0","-5749.31"
"M4V2-000104","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","17.41","7.82","0.441","91.23","","","","","1.343","40.647","4062.73","549.0","-3513.73"
"M4V2-000105","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","82.89","16.98","0.608","","7.0","","","","1.815","40.175","12171.0","279.0","-11892.0"
"M4V2-000106","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","60.41","22.74","0.642","","6.0","","","","2","39.99","12075.02","288.0","-11787.02"
"M4V2-000107","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","73.57","21.2","0.203","","7.0","","","","2.018","39.972","12346.88","198.0","-12148.88"
"M4V2-000108","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","54.34","18.36","0.926","","10.0","","","","1.828","40.162","10495.72","306.0","-10189.72"
"M4V2-000109","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","93.68","6.56","0.249","71.9","","","","","1.982","40.008","14308.63","1890.0","-12418.63"
"M4V2-000110","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","42.19","2.94","0.291","87.49","","","","","1.725","40.265","9174.5","1413.0","-7761.5"
"M4V2-000111","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","56.79","19.5","0.921","91.87","","","","","2.698","39.292","15366.73","3510.0","-11856.73"
"M4V2-000112","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","10.7","17.97","0.242","89.94","","","","","1.659","40.331","11419.34","1782.0","-9637.34"
"M4V2-000113","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","52.24","9.1","0.57","","","88.25","","","1.627","40.363","3659.36","900.0","-2759.36"
"M4V2-000114","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","84.0","5.73","0.38","","","66.03","","","1.97","40.02","4563.82","828.0","-3735.82"
"M4V2-000115","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","23.5","23.68","0.434","","","97.61","","","2.106","39.884","3997.0","936.0","-3061.0"
"M4V2-000116","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","10.81","22.07","0.815","","","83.96","","","1.903","40.087","3321.55","891.0","-2430.55"
"M4V2-000117","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","26.89","1.41","0.672","","","","307.32","5.866","4.012","37.978","2399.4","6841.25","4441.85"
"M4V2-000118","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","48.75","14.83","0.702","","","","268.82","6.0","4.494","37.496","3742.61","15882.48","12139.87"
"M4V2-000119","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","89.61","18.29","0.537","","","","324.46","3.51","5","36.99","4911.06","28319.97","23408.91"
"M4V2-000120","PROD-000006","2022-04-06","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","530.1","488.11","41.99","7.9211","1.52","3.56","0.0","0.0","0.0","7.75","29.853","20.7","7.73","0.562","","","","283.98","5.183","4.357","37.633","2462.92","6465.97","4003.05"
"M4V2-000121","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","38.98","5.58","0.797","82.07","","","","","2.544","51.146","4405.98","1359.0","-3046.98"
"M4V2-000122","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","41.47","11.23","0.45","85.83","","","","","1.893","51.797","5436.86","1656.0","-3780.86"
"M4V2-000123","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","94.83","18.5","0.679","93.52","","","","","3.105","50.585","9004.79","3330.0","-5674.79"
"M4V2-000124","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","69.2","4.76","0.714","77.33","","","","","2.509","51.181","5834.05","1818.0","-4016.05"
"M4V2-000125","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","50.72","12.96","0.431","","4.0","","","","1.763","51.927","9340.18","207.0","-9133.18"
"M4V2-000126","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","13.12","6.74","0.129","","1.0","","","","0.932","52.758","5611.88","27.0","-5584.88"
"M4V2-000127","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","77.0","16.87","0.62","","9.0","","","","2.465","51.225","11997.51","513.0","-11484.51"
"M4V2-000128","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","86.26","3.2","0.671","","9.0","","","","2.371","51.319","9866.69","468.0","-9398.69"
"M4V2-000129","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","75.55","12.74","0.23","90.42","","","","","2.434","51.256","15015.68","4968.0","-10047.68"
"M4V2-000130","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","52.25","3.77","0.166","97.51","","","","","2.247","51.443","10672.92","2025.0","-8647.92"
"M4V2-000131","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","96.79","22.66","0.426","98.74","","","","","3.576","50.114","19428.16","6498.0","-12930.16"
"M4V2-000132","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","79.15","9.85","0.315","88.46","","","","","2.958","50.732","14816.6","4743.0","-10073.6"
"M4V2-000133","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","74.22","23.26","0.428","","","99.88","","","3.075","50.615","5692.06","2160.0","-3532.06"
"M4V2-000134","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","67.64","15.65","0.145","","","86.8","","","2.196","51.494","4744.61","1863.0","-2881.61"
"M4V2-000135","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","60.23","20.9","0.195","","","95.08","","","3.007","50.683","5045.57","1872.0","-3173.57"
"M4V2-000136","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","39.11","17.13","0.138","","","85.95","","","2.069","51.621","3869.62","1215.0","-2654.62"
"M4V2-000137","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","12.91","20.97","0.106","","","","224.28","3.099","3.346","50.344","3210.47","5510.68","2300.21"
"M4V2-000138","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","11.4","12.57","0.24","","","","294.24","2.241","4.312","49.378","2475.42","5023.75","2548.33"
"M4V2-000139","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","75.81","21.87","0.957","","","","234.1","5.301","6.575","47.115","4821.75","35248.74","30426.99"
"M4V2-000140","PROD-000007","2022-04-07","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","552.91","499.22","53.69","9.7104","2.75","4.27","0.0","0.0","0.0","7.75","29.853","23.56","21.76","0.658","","","","224.14","3.108","5.474","48.216","3425.24","12803.41","9378.17"
"M4V2-000141","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","48.46","11.5","0.539","80.72","","","","","1.655","38.115","5867.22","4500.0","-1367.22"
"M4V2-000142","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","81.86","8.18","0.947","80.04","","","","","2.145","37.625","6829.22","6912.0","82.78"
"M4V2-000143","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","75.38","19.64","0.718","70.25","","","","","2.079","37.691","8297.51","7605.0","-692.51"
"M4V2-000144","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","32.01","15.11","0.439","84.11","","","","","1.501","38.269","5639.84","3969.0","-1670.84"
"M4V2-000145","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","52.65","14.97","0.193","","10.0","","","","1.709","38.061","9984.39","261.0","-9723.39"
"M4V2-000146","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","20.55","16.31","0.82","","9.0","","","","1.678","38.092","8062.33","279.0","-7783.33"
"M4V2-000147","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","81.47","20.07","0.458","","10.0","","","","2.201","37.569","12474.82","441.0","-12033.82"
"M4V2-000148","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","6.44","6.99","0.43","","6.0","","","","0.931","38.839","5475.16","90.0","-5385.16"
"M4V2-000149","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","88.8","13.61","0.175","80.85","","","","","2.339","37.431","16364.9","8379.0","-7985.9"
"M4V2-000150","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","93.09","5.88","0.714","69.89","","","","","2.068","37.702","14306.01","7515.0","-6791.01"
"M4V2-000151","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","34.53","5.57","0.372","67.37","","","","","1.796","37.974","9223.65","3654.0","-5569.65"
"M4V2-000152","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","74.75","13.76","0.129","64.2","","","","","1.717","38.053","15219.02","4968.0","-10251.02"
"M4V2-000153","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","83.98","9.83","0.601","","","94.83","","","2.101","37.669","4888.25","1764.0","-3124.25"
"M4V2-000154","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","66.33","3.03","0.643","","","87.27","","","1.887","37.883","3703.56","1026.0","-2677.56"
"M4V2-000155","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","50.64","8.97","0.195","","","93.73","","","1.497","38.273","3592.68","846.0","-2746.68"
"M4V2-000156","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","99.05","9.27","0.33","","","75.81","","","1.905","37.865","5265.14","936.0","-4329.14"
"M4V2-000157","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","52.88","18.35","0.179","","","","180.77","2.892","2.628","37.142","3870.4","4823.09","952.69"
"M4V2-000158","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","50.93","21.08","0.301","","","","236.04","2.694","3.883","35.887","4147.99","10255.54","6107.55"
"M4V2-000159","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","87.3","4.45","0.712","","","","254.78","4.992","3.695","36.075","3967.67","13390.64","9422.97"
"M4V2-000160","PROD-000008","2022-04-08","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","542.52","502.75","39.77","7.3306","3.1","7.37","0.0","1.68","1.68","1.68","29.853","43.23","18.33","0.988","","","","357.04","3.785","5.239","34.531","3750.95","33609.52","29858.57"
