record_id,mine_name,state,district,mine_latitude,mine_longitude,coordinate_quality,lithology,from_m,to_m,thickness_m,specific_gravity,area_m2,chemistry_schema,mn_pct,mno_pct,mno2_pct,fe2o3_pct,sio2_pct,p2o5_pct,tio2_pct,al2o3_pct,cao_pct,mgo_pct,ai_pct,s2_b4,s2_b8,s2_b11,s2_b12,aster_b4,aster_b5,aster_b6,aster_b7,aster_b8,aster_b9,data_status
GEO-000257,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,8.42,10.47,2.06,3.454,191.21,MANDRI_STYLE,40.44,,17.48,17.95,19.24,1.143,,,,,15.05,0.134791,0.187875,0.148728,0.088775,0.128017,0.130835,0.144782,0.125312,0.196854,0.12567,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000258,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,66.2,67.25,1.05,3.457,113.29,HIVRA_STYLE,34.95,45.24,,11.27,29.0,0.977,0.325,6.64,3.61,1.52,,0.091934,0.145556,0.071752,0.051667,0.09734,0.082705,0.110055,0.092512,0.146866,0.090857,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000259,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,60.49,61.9,1.41,3.424,135.39,HIVRA_STYLE,35.43,46.1,,11.25,29.52,0.809,0.202,5.07,3.03,1.93,,0.135694,0.193292,0.171455,0.144235,0.147766,0.14051,0.120385,0.130078,0.176625,0.131099,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000260,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,250.0,255.49,5.49,3.386,468.28,HIVRA_STYLE,19.82,25.77,,13.64,38.7,1.221,0.39,4.64,4.98,3.19,,0.177065,0.236849,0.196083,0.140398,0.202029,0.171554,0.194024,0.177348,0.173971,0.1974,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000261,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,9.08,9.56,0.48,3.469,223.14,HIVRA_STYLE,14.27,18.43,,12.94,48.86,1.389,0.376,8.79,3.58,3.07,,0.086025,0.212082,0.14066,0.087403,0.145823,0.157089,0.138953,0.122763,0.145328,0.118385,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000262,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,98.15,99.27,1.12,3.423,124.54,HIVRA_STYLE,25.94,33.45,,8.44,42.43,0.691,0.17,5.71,3.41,1.83,,0.088929,0.18597,0.176155,0.120364,0.124904,0.121754,0.187391,0.142188,0.126556,0.133759,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000263,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,144.28,144.77,0.49,3.508,251.91,MANDRI_STYLE,17.54,,3.7,20.5,41.14,0.914,,,,,14.42,0.117563,0.20227,0.169322,0.114427,0.142536,0.159617,0.154526,0.147607,0.175455,0.203243,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000264,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,197.85,198.33,0.48,3.386,109.22,HIVRA_STYLE,10.25,13.09,,9.16,54.06,2.251,0.286,11.1,4.9,1.93,,0.11585,0.18622,0.150031,0.091756,0.133542,0.134555,0.171238,0.142884,0.167217,0.146886,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000265,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,53.21,53.66,0.45,3.386,514.55,HIVRA_STYLE,13.56,17.86,,13.23,51.61,0.721,0.34,7.49,4.42,3.56,,0.114681,0.145176,0.16015,0.096648,0.111826,0.086684,0.15352,0.119095,0.164952,0.160058,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000266,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,85.35,87.49,2.14,3.663,465.16,MANDRI_STYLE,31.13,,24.36,21.01,11.45,0.93,,,,,1.0,0.128591,0.155102,0.1481,0.130243,0.133987,0.1185,0.179108,0.140456,0.173701,0.160844,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000267,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,142.33,142.84,0.51,3.419,325.35,HIVRA_STYLE,14.09,18.14,,15.48,48.03,0.777,0.261,9.42,3.57,2.38,,0.181656,0.283005,0.224224,0.173984,0.202051,0.225496,0.211122,0.198755,0.186728,0.20645,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000268,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,123.67,124.19,0.52,3.455,147.28,HIVRA_STYLE,20.47,26.35,,9.94,44.05,1.277,0.387,10.04,3.6,3.46,,0.061308,0.098995,0.116151,0.076324,0.093634,0.060818,0.087487,0.078478,0.104349,0.072312,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000269,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,104.72,108.11,3.39,3.636,566.03,HIVRA_STYLE,19.44,24.72,,10.82,39.55,2.928,0.357,8.79,4.74,2.2,,0.2422,0.31267,0.285446,0.245981,0.285565,0.272114,0.28028,0.270523,0.284832,0.280936,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000270,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,29.01,31.38,2.38,3.49,110.06,HIVRA_STYLE,13.94,18.08,,10.31,53.75,1.063,0.291,10.09,3.33,1.94,,0.163847,0.209548,0.190425,0.115497,0.159457,0.137603,0.206691,0.172275,0.183024,0.166745,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000271,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,107.92,109.05,1.13,3.655,532.35,HIVRA_STYLE,10.97,13.79,,11.89,52.81,0.765,0.432,9.83,4.09,2.35,,0.130938,0.209309,0.17439,0.13121,0.141394,0.16425,0.143604,0.144328,0.158811,0.140241,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000272,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,120.8,122.28,1.47,3.498,172.35,HIVRA_STYLE,22.72,29.75,,12.77,34.33,1.265,0.1,8.4,3.56,2.36,,0.104935,0.170941,0.073397,0.078265,0.153198,0.118292,0.137396,0.073531,0.139349,0.120226,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000273,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,30.32,31.38,1.06,3.642,337.72,MANDRI_STYLE,37.39,,5.46,18.04,12.78,1.199,,,,,7.2,0.147508,0.210087,0.178571,0.099151,0.143393,0.136294,0.161012,0.153476,0.170933,0.119542,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000274,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,14.36,17.17,2.81,3.665,146.48,MANDRI_STYLE,17.93,,9.25,3.13,49.95,1.494,,,,,9.54,0.084906,0.183758,0.126727,0.099743,0.141791,0.120696,0.126736,0.121902,0.166609,0.1126,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000275,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,28.34,28.82,0.48,3.505,169.45,HIVRA_STYLE,15.94,20.53,,13.43,38.01,2.209,0.388,10.84,4.14,3.57,,0.166,0.228828,0.134354,0.121735,0.180784,0.142805,0.177807,0.144828,0.184777,0.160321,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000276,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,146.48,149.47,3.0,3.431,486.61,HIVRA_STYLE,20.47,26.44,,8.88,47.67,0.965,0.452,5.91,3.6,2.66,,0.143819,0.201031,0.197089,0.126268,0.180489,0.174117,0.187231,0.154344,0.163916,0.169701,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000277,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,92.55,95.29,2.74,3.423,367.61,MANDRI_STYLE,40.9,,27.02,17.68,39.96,0.59,,,,,10.71,0.129162,0.157956,0.183622,0.118692,0.168392,0.120237,0.143874,0.129031,0.150624,0.129261,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000278,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,17.77,22.9,5.13,3.637,186.96,MANDRI_STYLE,12.48,,1.69,15.22,53.2,1.502,,,,,12.18,0.13132,0.19011,0.148171,0.109124,0.143148,0.132932,0.156968,0.165737,0.177937,0.147246,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000279,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,186.66,192.27,5.61,3.416,381.25,HIVRA_STYLE,32.97,42.45,,13.1,26.37,0.445,0.287,6.6,3.08,2.95,,0.04867,0.111128,0.109431,0.078378,0.082641,0.060776,0.087789,0.099937,0.100646,0.048913,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000280,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,40.99,41.49,0.49,3.413,205.95,HIVRA_STYLE,33.11,42.5,,8.53,38.98,0.789,0.434,4.85,1.12,2.17,,0.156231,0.210528,0.176717,0.124186,0.15668,0.152246,0.19964,0.155151,0.153704,0.165928,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000281,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,23.12,24.39,1.27,3.397,195.29,MANDRI_STYLE,31.05,,18.67,20.12,28.35,1.741,,,,,16.43,0.080659,0.118929,0.112491,0.068064,0.119907,0.094842,0.082393,0.095607,0.109135,0.071424,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000282,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,46.53,47.52,0.99,3.367,375.44,MANDRI_STYLE,26.61,,19.21,28.46,46.64,0.763,,,,,15.79,0.11338,0.174088,0.126502,0.113095,0.138689,0.092263,0.116932,0.130611,0.118399,0.124269,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000283,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,41.89,42.38,0.48,3.409,296.23,HIVRA_STYLE,42.97,56.06,,4.64,24.05,0.812,0.283,3.09,2.21,2.21,,0.091407,0.134535,0.109014,0.097215,0.106022,0.061411,0.128755,0.108027,0.164487,0.058931,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000284,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,64.12,65.34,1.22,3.425,482.94,HIVRA_STYLE,31.04,40.48,,7.12,30.72,1.965,0.329,6.6,3.05,2.94,,0.048893,0.101393,0.075723,0.054881,0.097553,0.031837,0.066563,0.064754,0.084597,0.063753,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000285,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,11.61,13.22,1.61,3.383,210.95,HIVRA_STYLE,22.17,28.67,,7.06,44.74,0.566,0.451,9.44,3.23,2.23,,0.033306,0.065979,0.026403,0.028859,0.05677,0.032109,0.078126,0.049687,0.063034,0.086125,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000286,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,97.18,97.65,0.47,3.413,159.3,HIVRA_STYLE,23.3,30.5,,6.42,41.87,0.87,0.184,7.16,2.9,2.37,,0.225684,0.305422,0.25932,0.197518,0.250363,0.242023,0.238738,0.254535,0.268772,0.240754,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000287,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,58.0,59.4,1.4,3.494,178.5,MANDRI_STYLE,43.35,,19.72,28.64,43.23,0.534,,,,,3.44,0.124634,0.154688,0.149713,0.098959,0.127487,0.123307,0.173201,0.14339,0.140894,0.132557,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000288,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,52.97,54.13,1.16,3.44,151.58,MANDRI_STYLE,23.03,,4.39,8.1,41.08,1.158,,,,,12.04,0.080139,0.143997,0.05617,0.052567,0.123411,0.084747,0.082179,0.084766,0.080126,0.109395,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000289,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,107.46,107.95,0.49,3.615,258.81,HIVRA_STYLE,28.21,36.91,,9.48,36.54,0.666,0.293,7.82,2.59,1.05,,0.096338,0.091374,0.103984,0.094164,0.114339,0.101014,0.092772,0.070635,0.139893,0.084744,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000290,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,16.68,17.17,0.49,3.476,243.35,MANDRI_STYLE,31.09,,6.2,18.94,39.35,0.749,,,,,13.05,0.110761,0.158221,0.155637,0.083791,0.133528,0.111789,0.189301,0.135826,0.137601,0.132163,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000291,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,88.12,91.35,3.24,3.4,499.15,HIVRA_STYLE,39.9,51.35,,5.71,26.05,0.54,0.402,7.47,1.82,1.49,,0.177119,0.24213,0.212655,0.143465,0.213883,0.17391,0.196775,0.201597,0.197248,0.196302,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000292,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,24.18,25.3,1.12,3.451,138.15,HIVRA_STYLE,28.61,37.04,,9.48,28.53,0.722,0.44,10.65,4.14,1.77,,0.080999,0.211771,0.130075,0.077776,0.137834,0.133665,0.124149,0.122803,0.095602,0.143185,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000293,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,69.62,70.86,1.24,3.435,662.72,HIVRA_STYLE,36.49,47.25,,10.97,21.98,0.705,0.203,7.23,3.43,2.04,,0.105979,0.12972,0.160965,0.116448,0.107626,0.112732,0.110271,0.116571,0.139656,0.129654,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000294,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,60.26,61.42,1.16,3.431,274.12,HIVRA_STYLE,34.96,45.06,,8.18,31.31,0.734,0.378,6.94,3.4,1.57,,0.155092,0.192569,0.203336,0.12304,0.180954,0.16413,0.153258,0.140323,0.190708,0.145624,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000295,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,51.53,53.84,2.31,3.649,123.52,HIVRA_STYLE,35.95,46.38,,5.94,33.93,0.764,0.217,6.15,2.31,2.04,,0.092951,0.173659,0.156886,0.062253,0.113804,0.084185,0.131194,0.087079,0.140687,0.118148,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000296,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,230.0,231.25,1.25,3.38,145.95,HIVRA_STYLE,40.45,52.26,,9.21,20.72,1.362,0.346,7.46,2.68,1.65,,0.208951,0.251482,0.235909,0.198163,0.211082,0.201924,0.221902,0.216657,0.247284,0.18123,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000297,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,206.95,209.4,2.45,3.426,634.12,MANDRI_STYLE,37.81,,18.44,24.8,39.32,2.446,,,,,14.09,0.094563,0.132744,0.11935,0.091462,0.13386,0.110581,0.162237,0.098745,0.124949,0.123591,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000298,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,49.32,49.74,0.43,3.401,192.29,MANDRI_STYLE,39.32,,7.46,10.19,27.5,1.8,,,,,11.52,0.151736,0.198801,0.175216,0.126467,0.139115,0.139729,0.179254,0.136889,0.121814,0.124577,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000299,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,2.73,5.96,3.24,3.35,266.6,MANDRI_STYLE,35.42,,6.93,23.45,7.0,1.624,,,,,8.49,0.157103,0.202824,0.166757,0.142571,0.148391,0.13607,0.209338,0.128319,0.177336,0.161343,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000300,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,56.53,57.87,1.34,3.435,257.64,HIVRA_STYLE,25.58,33.25,,4.8,45.6,1.634,0.404,6.06,3.34,2.02,,0.08651,0.1376,0.100032,0.063772,0.109477,0.097703,0.11468,0.136137,0.094453,0.102667,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000301,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,51.47,52.39,0.92,3.385,110.66,HIVRA_STYLE,25.01,32.37,,5.72,46.02,1.09,0.349,7.37,4.38,2.13,,0.086971,0.180206,0.1668,0.10352,0.136455,0.100418,0.126107,0.155159,0.123605,0.118867,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000302,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,27.37,28.64,1.27,3.437,143.25,MANDRI_STYLE,24.2,,3.83,7.5,26.74,1.242,,,,,4.74,0.084111,0.125707,0.104264,0.079464,0.093355,0.048771,0.126543,0.11182,0.102561,0.097106,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000303,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-mica schist,36.68,37.9,1.22,3.477,131.32,HIVRA_STYLE,46.36,59.78,,5.44,21.73,0.941,0.236,6.09,2.29,2.52,,0.083699,0.141752,0.115285,0.039046,0.10142,0.094365,0.116434,0.061961,0.10454,0.095811,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000304,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Dolomitic marble,65.51,71.31,5.8,3.391,265.72,MANDRI_STYLE,20.82,,6.41,18.76,53.3,2.558,,,,,19.39,0.117348,0.136998,0.140266,0.088649,0.120676,0.079223,0.155227,0.118015,0.108915,0.11005,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000305,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Mn ore,28.89,29.73,0.84,3.39,202.54,HIVRA_STYLE,12.13,15.62,,8.73,53.04,2.334,0.41,9.2,4.17,1.88,,0.078839,0.122639,0.093147,0.092329,0.105174,0.087323,0.083376,0.110442,0.084206,0.073386,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000306,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-biotite-muscovite schist,23.6,26.45,2.85,3.436,138.1,HIVRA_STYLE,12.97,16.51,,17.29,47.57,1.516,0.325,8.83,3.83,2.71,,0.190442,0.246129,0.211262,0.152435,0.2323,0.196181,0.251622,0.203417,0.211891,0.17609,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000307,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-mica schist,85.51,86.72,1.21,3.433,264.18,MANDRI_STYLE,35.65,,17.8,23.36,34.18,0.835,,,,,5.08,0.087103,0.185162,0.135426,0.076403,0.100777,0.086698,0.118522,0.093401,0.109136,0.089341,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000308,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-mica schist,24.7,25.61,0.9,3.434,243.71,MANDRI_STYLE,33.8,,25.72,30.57,17.99,1.989,,,,,13.89,0.116727,0.118802,0.12757,0.077644,0.131051,0.098107,0.1365,0.106246,0.128904,0.107794,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000309,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Dolomitic marble,177.63,178.16,0.53,3.416,95.34,HIVRA_STYLE,40.04,52.12,,8.24,24.98,0.391,0.363,8.01,3.87,1.45,,0.263066,0.344366,0.303347,0.219706,0.299971,0.249704,0.307484,0.281332,0.304432,0.283529,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000310,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-biotite-muscovite schist,32.48,33.46,0.98,3.435,159.68,HIVRA_STYLE,28.53,37.1,,15.42,28.03,2.576,0.5,7.68,3.61,2.14,,0.183708,0.215917,0.192547,0.155166,0.17856,0.152971,0.212978,0.164248,0.214737,0.165326,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000311,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Mn ore,87.09,93.27,6.18,3.41,438.72,MANDRI_STYLE,41.97,,13.05,18.23,40.2,0.877,,,,,10.31,0.147155,0.238866,0.193147,0.128384,0.199072,0.170791,0.204638,0.165732,0.19561,0.181989,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000312,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Mn ore,51.38,53.11,1.72,3.372,201.5,HIVRA_STYLE,32.2,41.4,,4.51,36.03,1.292,0.403,8.15,2.58,2.55,,0.163919,0.241558,0.206761,0.150806,0.193348,0.148461,0.211942,0.144687,0.193896,0.211068,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000313,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Dolomitic marble,81.68,84.65,2.97,3.435,124.76,HIVRA_STYLE,29.25,37.76,,8.06,37.85,1.114,0.356,6.4,3.24,2.31,,0.139149,0.197647,0.131379,0.135995,0.184804,0.14849,0.150241,0.140519,0.133948,0.174609,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000314,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Biotite gneiss,85.65,86.18,0.53,3.471,145.08,HIVRA_STYLE,12.91,16.53,,2.5,59.8,1.407,0.238,8.85,3.91,2.21,,0.150858,0.235424,0.159428,0.106393,0.18888,0.195035,0.160552,0.208286,0.162888,0.163948,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000315,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-biotite-muscovite schist,16.78,18.11,1.33,3.432,241.67,MANDRI_STYLE,21.98,,0.38,21.98,49.58,2.041,,,,,17.49,0.101361,0.19459,0.157605,0.12989,0.169729,0.115131,0.175074,0.181743,0.160122,0.099974,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000316,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Mn ore,13.04,13.96,0.93,3.389,248.2,HIVRA_STYLE,46.84,59.99,,6.18,13.67,0.438,0.22,8.68,3.5,1.41,,0.161157,0.247748,0.226461,0.158565,0.214509,0.189558,0.201504,0.178372,0.226527,0.191651,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000317,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartzite,29.2,32.18,2.98,3.432,167.32,HIVRA_STYLE,43.07,55.54,,10.29,18.62,0.912,0.393,3.0,1.95,1.85,,0.109813,0.1633,0.097516,0.097991,0.149298,0.107254,0.135595,0.13678,0.116496,0.127166,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000318,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-mica schist,94.44,94.91,0.47,3.388,131.7,HIVRA_STYLE,42.37,54.82,,8.26,23.26,0.442,0.265,6.72,3.21,1.2,,0.175082,0.235345,0.209414,0.208914,0.210136,0.187183,0.228183,0.193451,0.177772,0.198518,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000319,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-mica schist,54.06,59.74,5.67,3.438,240.27,MANDRI_STYLE,10.47,,6.52,19.57,36.94,0.837,,,,,17.7,0.169009,0.208007,0.19659,0.160933,0.218865,0.169116,0.189695,0.186783,0.190459,0.175517,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000320,Kandri,Maharashtra,Nagpur,21.4125,79.266667,OFFICIAL_PUBLISHED_MINE_LOCATION,Quartz-biotite-muscovite schist,107.42,109.72,2.3,3.439,336.96,MANDRI_STYLE,26.07,,4.95,16.39,28.75,1.454,,,,,16.5,0.177642,0.268396,0.233222,0.182006,0.21857,0.187559,0.221863,0.179869,0.206286,0.174113,SYNTHETIC_SCHEMA_FAITHFUL
